Serial number,LOCATION,VISUAL.1,VISUAL.2,VISUAL.3,VISUAL.4,VISUAL.5,VISUAL.6,VISUAL.7,VISUAL.8,VISUAL.9,VISUAL.10,VISUAL.11,VISUAL.12,VISUAL.13,VISUAL.14,VISUAL.15,VISUAL.16,VISUAL.AMOUNT,AUDITORIAL.1,AUDITORIAL.2,AUDITORIAL.3,AUDITORIAL.4,AUDITORIAL.5,AUDITORIAL.6,AUDITORIAL.7,AUDITORIAL.8,AUDITORIAL.9,AUDITORIAL.10,AUDITORIAL.11,AUDITORIAL.12,AUDITORIAL.13,AUDITORIAL.14,AUDITORIAL.15,AUDITORIAL.16,AUDITORIAL.AMOUNT,KINESTHETIC.1,KINESTHETIC.2,KINESTHETIC.3,KINESTHETIC.4,KINESTHETIC.5,KINESTHETIC.6,KINESTHETIC.7,KINESTHETIC.8,KINESTHETIC.9,KINESTHETIC.10,KINESTHETIC.11,KINESTHETIC.12,KINESTHETIC.13,KINESTHETIC.14,KINESTHETIC.15,KINESTHETIC.16,KINESTHETIC.AMOUNT,FINAL,FINAL KLUE
434,SLEMAN DISTRICT,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,6,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,8,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,9,A,1
435,SLEMAN DISTRICT,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,5,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,8,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,12,K,3
436,SLEMAN DISTRICT,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,6,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,6,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,8,K,3
437,SLEMAN DISTRICT,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,8,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,7,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,10,K,3
438,SLEMAN DISTRICT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,7,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,8,A,1
439,SLEMAN DISTRICT,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,8,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,7,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,5,K,3
440,SLEMAN DISTRICT,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,11,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,8,V,2
441,SLEMAN DISTRICT,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,7,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,K,3
442,SLEMAN DISTRICT,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,7,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,10,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,13,A,1
443,SLEMAN DISTRICT,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,10,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,7,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,9,V,2
444,SLEMAN DISTRICT,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,11,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,9,A,1
445,SLEMAN DISTRICT,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,7,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,11,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,7,A,1
446,SLEMAN DISTRICT,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,10,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,8,A,1
447,SLEMAN DISTRICT,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,6,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,6,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,10,K,3
448,SLEMAN DISTRICT,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,7,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,6,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,9,K,3
449,SLEMAN DISTRICT,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,6,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,A,1
450,SLEMAN DISTRICT,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,6,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,8,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,8,A,1
451,SLEMAN DISTRICT,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,10,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,5,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,9,V,2
452,SLEMAN DISTRICT,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,9,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,5,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,7,V,2
453,SLEMAN DISTRICT,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,7,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,8,V,2
454,SLEMAN DISTRICT,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,7,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,9,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,12,K,3
455,SLEMAN DISTRICT,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,7,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,6,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,8,V,2
456,SLEMAN DISTRICT,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,7,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,7,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,11,K,3
457,SLEMAN DISTRICT,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,8,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,8,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,12,K,3
458,SLEMAN DISTRICT,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,7,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,11,K,3
459,SLEMAN DISTRICT,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,8,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,5,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,10,V,2
460,SLEMAN DISTRICT,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,10,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,6,V,2
461,SLEMAN DISTRICT,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,8,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,9,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,7,K,3
462,SLEMAN DISTRICT,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,6,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,8,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,7,A,1
463,SLEMAN DISTRICT,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,7,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,10,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,9,A,1
464,SLEMAN DISTRICT,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,6,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,7,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,7,A,1
465,SLEMAN DISTRICT,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,8,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,6,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,8,V,2
466,SLEMAN DISTRICT,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,7,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,7,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,8,K,3
467,SLEMAN DISTRICT,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,7,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,9,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,12,K,3
468,SLEMAN DISTRICT,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,8,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,7,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,9,V,2
469,SLEMAN DISTRICT,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,8,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,9,A,1
470,SLEMAN DISTRICT,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,11,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,12,A,1
471,SLEMAN DISTRICT,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,7,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,7,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,10,K,3
472,SLEMAN DISTRICT,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,9,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,10,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,9,A,1
473,SLEMAN DISTRICT,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,7,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,4,V,2
474,SLEMAN DISTRICT,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,6,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,8,V,2
475,SLEMAN DISTRICT,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,6,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,8,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,8,A,1
476,SLEMAN DISTRICT,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,8,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,9,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,9,A,1
477,SLEMAN DISTRICT,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,6,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,8,A,1
478,SLEMAN DISTRICT,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,7,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,9,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,8,A,1
479,SLEMAN DISTRICT,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,7,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,7,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,8,K,3
480,SLEMAN DISTRICT,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,7,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,7,V,2
481,SLEMAN DISTRICT,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,9,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,8,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,12,K,3
482,SLEMAN DISTRICT,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,7,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,10,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,11,A,1
483,SLEMAN DISTRICT,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,9,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,6,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,13,K,3
484,SLEMAN DISTRICT,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,11,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,7,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,11,V,2
485,SLEMAN DISTRICT,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,10,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,6,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,14,V,2
486,SLEMAN DISTRICT,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,7,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,7,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,10,K,3
487,SLEMAN DISTRICT,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,6,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,8,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,10,A,1
488,SLEMAN DISTRICT,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,8,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,8,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,7,K,3
489,SLEMAN DISTRICT,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,7,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,8,V,2
490,SLEMAN DISTRICT,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,10,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,10,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,8,K,3
491,SLEMAN DISTRICT,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,6,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,9,K,3
492,SLEMAN DISTRICT,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,6,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,9,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,8,A,1
493,SLEMAN DISTRICT,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,9,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,7,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,11,V,2
494,SLEMAN DISTRICT,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,7,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,7,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,13,K,3
495,SLEMAN DISTRICT,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,5,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,9,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,7,A,1
496,SLEMAN DISTRICT,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,9,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,9,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,11,K,3
497,SLEMAN DISTRICT,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,9,V,2
498,SLEMAN DISTRICT,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,8,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,9,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,6,K,3
499,SLEMAN DISTRICT,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,9,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,8,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,12,K,3
500,SLEMAN DISTRICT,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,7,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,6,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,7,V,2
501,SLEMAN DISTRICT,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,7,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,11,A,1
502,SLEMAN DISTRICT,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,A,1
503,SLEMAN DISTRICT,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,11,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,9,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,12,V,2
504,SLEMAN DISTRICT,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,8,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,7,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,10,K,3
505,SLEMAN DISTRICT,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,7,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,9,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,10,A,1
506,SLEMAN DISTRICT,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,9,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,6,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,11,V,2
507,SLEMAN DISTRICT,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,8,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,8,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,11,K,3
508,SLEMAN DISTRICT,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,6,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,8,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,8,A,1
509,SLEMAN DISTRICT,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,6,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,8,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,11,K,3
510,SLEMAN DISTRICT,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,9,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,K,3
511,SLEMAN DISTRICT,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,8,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,7,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,10,K,3
512,SLEMAN DISTRICT,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,7,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,7,A,1
513,SLEMAN DISTRICT,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,7,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,10,K,3
514,SLEMAN DISTRICT,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,6,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,11,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,9,A,1
515,SLEMAN DISTRICT,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,8,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,8,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,11,K,3
516,SLEMAN DISTRICT,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,5,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,10,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,10,A,1
517,SLEMAN DISTRICT,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,6,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,9,A,1
518,SLEMAN DISTRICT,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,7,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,9,A,1
519,SLEMAN DISTRICT,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,6,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,7,K,3
520,SLEMAN DISTRICT,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,8,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,13,K,3
521,SLEMAN DISTRICT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,5,A,1
522,SLEMAN DISTRICT,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,7,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,9,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,9,A,1
523,SLEMAN DISTRICT,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,7,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,7,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,8,K,3
524,SLEMAN DISTRICT,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,6,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,6,V,2
525,SLEMAN DISTRICT,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,7,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,9,A,1
526,SLEMAN DISTRICT,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,7,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,8,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,7,A,1
527,SLEMAN DISTRICT,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,10,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,6,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,6,V,2
528,SLEMAN DISTRICT,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,6,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,6,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,8,K,3
529,SLEMAN DISTRICT,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,12,V,2
530,SLEMAN DISTRICT,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,6,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,14,K,3
531,SLEMAN DISTRICT,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,10,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,8,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,13,K,3
532,SLEMAN DISTRICT,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,7,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,10,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,9,A,1
533,SLEMAN DISTRICT,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,6,0,1,1,,0,1,0,1,1,1,1,0,1,1,1,1,11,K,3
534,SLEMAN DISTRICT,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,8,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,10,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,13,K,3
535,BANTUL DISTRICT,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,9,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,9,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,9,K,3
536,BANTUL DISTRICT,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,7,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,8,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,7,A,1
537,BANTUL DISTRICT,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,9,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,8,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,8,V,2
538,BANTUL DISTRICT,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,8,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,7,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,7,V,2
539,BANTUL DISTRICT,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,9,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,10,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,7,K,3
540,BANTUL DISTRICT,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,9,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,9,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,9,K,3
541,BANTUL DISTRICT,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,6,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,10,K,3
542,BANTUL DISTRICT,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,8,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,7,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,6,K,3
543,BANTUL DISTRICT,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,8,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,8,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,9,K,3
544,BANTUL DISTRICT,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,9,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,8,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,7,K,3
